# SIZING GUIDELINES - Based on Solution Scope (Default: Small)
Category,Component,Small,Medium,Large,Notes
Cloud Infrastructure,Document Processing Volume,50K pages/month,250K pages/month,1M+ pages/month,Monthly document processing capacity
Cloud Infrastructure,AI Service Tier,Pre-built models only,Pre-built + basic custom,Advanced custom models + NLP,Document Intelligence service complexity
Cloud Infrastructure,Storage Volume,1 TB,5 TB,20+ TB,Document storage and archives
Cloud Infrastructure,API Request Volume,5M requests/month,20M requests/month,100M+ requests/month,API Gateway capacity
Software Licenses,User Licenses,50 users,100-250 users,500+ users,Concurrent users accessing system
Software Licenses,Monitoring Tools,Basic (3 hosts),Standard (10 hosts),Enterprise (50+ hosts),Application performance monitoring
Support & Maintenance,Support Level,Business hours,24x5 support,24x7 premium,SLA requirements

# INFRASTRUCTURE COSTS - Quantities Default to Small Scope
Category,Component,Description,Quantity,Unit,Unit Price,Annual Cost,Year 2,Year 3,3-Year Total,Notes
Cloud Infrastructure,Blob Storage,Hot tier for document ingestion and archives,1000,GB/Month,$0.02,"=D11*F11*12","=G11","=G11","=G11+H11+I11",Document storage
Cloud Infrastructure,Document Intelligence Layout,Layout API for OCR and structure,50000,Pages/Month,$0.015,"=D12*F12*12","=G12","=G12","=G12+H12+I12",Document analysis
Cloud Infrastructure,Document Intelligence Prebuilt,Prebuilt models for extraction,25000,Pages/Month,$0.10,"=D13*F13*12","=G13","=G13","=G13+H13+I13",Forms and invoices
Cloud Infrastructure,Text Analytics,Entity recognition and NLP,25000,Units/Month,$0.001,"=D14*F14*12","=G14","=G14","=G14+H14+I14",Cognitive services
Cloud Infrastructure,Functions Premium,Serverless processing functions,1,Plan/Month,$160,"=D15*F15*12","=G15","=G15","=G15+H15+I15",EP1 instance
Cloud Infrastructure,Cosmos DB,Serverless NoSQL database,1,Service/Month,$60,"=D16*F16*12","=G16","=G16","=G16+H16+I16",Metadata storage
Cloud Infrastructure,API Management,REST API gateway,5000000,Requests/Month,$0.000072,"=D17*F17*12","=G17","=G17","=G17+H17+I17",Consumption tier
Cloud Infrastructure,Service Bus,Message queue processing,10000000,Messages/Month,$0.00001,"=D18*F18*12","=G18","=G18","=G18+H18+I18",Standard tier
Cloud Infrastructure,Event Grid,Event routing,2000000,Events/Month,$0.000002,"=D19*F19*12","=G19","=G19","=G19+H19+I19",Event distribution
Cloud Infrastructure,Monitor + Log Analytics,Monitoring and logging,50,GB/Month,$2,"=D20*F20*12","=G20","=G20","=G20+H20+I20",Operational monitoring
Cloud Infrastructure,Logic Apps,Workflow orchestration,100000,Runs/Month,$0.004,"=D21*F21*12","=G21","=G21","=G21+H21+I21",Standard tier
Cloud Infrastructure,Redis Cache,In-memory caching,1,Instance/Month,$15,"=D22*F22*12","=G22","=G22","=G22+H22+I22",Basic C1
Cloud Infrastructure,Key Vault,Secrets management,1,Service/Month,$5,"=D23*F23*12","=G23","=G23","=G23+H23+I23",10 secrets + operations
Cloud Infrastructure,NAT Gateway,Outbound network connectivity,1,Gateway/Month,$40,"=D24*F24*12","=G24","=G24","=G24+H24+I24",Single zone
Cloud Infrastructure,Bandwidth,Data transfer out,500,GB/Month,$0.07,"=D25*F25*12","=G25","=G25","=G25+H25+I25",Egress charges
Software Licenses,Custom Vision,Document classification (optional),1,Service/Month,$50,"=D26*F26*12","=G26","=G26","=G26+H26+I26",Optional AI enhancement
Software Licenses,Datadog,Pro monitoring,3,Instances/Month,$23,"=D27*F27*12","=G27","=G27","=G27+H27+I27",Application monitoring
Software Licenses,PagerDuty,Incident management,3,Users/Month,$41,"=D28*F28*12","=G28","=G28","=G28+H28+I28",Professional tier
Support & Maintenance,Azure Support,Managed services and monitoring,1,Service/Month,$223,"=D29*F29*12","=G29","=G29","=G29+H29+I29",15% of cloud infrastructure

# CREDITS - Applied per Category (Year 1 Only)
Category,Credit Type,Credit Amount,Credit Comments
Cloud Infrastructure,Azure AI Services Credit,"($3690)",30% credit on Document Intelligence and Text Analytics Year 1 consumption
Software Licenses,Partner Credit,$0,No software credits available
Support & Maintenance,Program Credit,$0,No support credits available
Hardware/Equipment,Equipment Credit,$0,No hardware credits available
Professional Services,Microsoft Partner Services Credit,"($10000)",Applied to architecture and AI configuration services

# SUMMARY
Category,Year 1 List,Year 1 Credits,Year 1 Net,Year 2,Year 3,3-Year Total
Cloud Infrastructure,$18528,"($3690)",$14838,$18528,$18528,$51894
Software Licenses,$2904,$0,$2904,$2904,$2904,$8712
Support & Maintenance,$2676,$0,$2676,$2676,$2676,$8028
Professional Services,$82250,"($10000)",$72250,$0,$0,$72250
TOTAL,$106358,"($13690)",$92668,$24108,$24108,$140884
