# SCOPE ASSUMPTIONS - BASELINE (MULTIPLIER 1.0)
#WIDTH: 25,35,33,32,32,39,44
#ALIGN: left,left,left,left,left,left,left
Category,Baseline Assumption,Current Scope,Small (1x),Medium (2x),Large (3x),Notes
Solution Scope,Primary Features/Capabilities,Ansible + GitLab CI/CD for 100 devices,Ansible + GitLab for 100 devices,Ansible + Terraform + GitLab for 250 devices,Multi-tool stack for 500+ devices,Network automation platform scope,,,,
Solution Scope,Customization Level,Standard playbooks and templates,Standard playbooks,Custom playbooks and modules,Extensive custom development and integrations,Ansible and Terraform customization,,,,
Integration,External System Integrations,2 systems (Git + NetBox),2 systems (Git + NetBox),4 systems (Git NetBox ServiceNow monitoring),6+ systems including CMDB and orchestration,ITSM and IPAM integration,,,,
Integration,Data Sources,Network device configs,Network device configs,Devices + IPAM + monitoring,Devices + IPAM + monitoring + external data,Configuration and inventory data,,,,
User Base,Total Users,5 network engineers,5 network engineers,10 network team members,20+ distributed automation users,GitLab and AWX users,,,,
User Base,User Roles,2 roles (developer + operator),2 roles (developer + operator),4 roles with approvers,6+ roles with complex workflows,RBAC and approval gates,,,,
Data Volume,Data Processing Volume,100 device configs,100 device configs,250 device configs,500+ device configs,Configuration management scope,,,,
Data Volume,Data Storage Requirements,50 GB (Git + backups),50 GB,200 GB,500+ GB,Git repositories and config backups,,,,
Technical Environment,Deployment Regions,Single data center,Single data center,2 data centers,Multi-region deployment,CI/CD infrastructure distribution,,,,
Technical Environment,Availability Requirements,Standard (99%),Standard (99%),High availability (99.5%),Mission critical (99.9%+),GitLab and AWX uptime requirements,,,,
Technical Environment,Infrastructure Complexity,Basic network (single platform),Basic network,Multi-vendor multi-platform,Complex heterogeneous environment,Network device diversity,,,,
Security & Compliance,Security Requirements,Basic Git auth and secrets,Basic Git auth,Vault integration and RBAC,Advanced secrets management and audit,Credential and secrets management,,,,
Security & Compliance,Compliance Frameworks,Change tracking only,Change tracking,PCI DSS or SOC 2,Multiple regulatory frameworks,Audit and compliance automation,,,,
Performance,Performance Requirements,Standard deployment speed,Standard speed,Fast parallel deployment,Optimized high-speed automation,Deployment performance targets,,,,
Environment,Deployment Environments,Production only,Production only,Lab + production,Lab + staging + production,Testing and validation environments,,,,
# ESTIMATE SETTINGS
#WIDTH: 17,22,14,173
#ALIGN: left,left,center,left
Phase,Variable Name,Multiplier,Description / Applies To Tasks
Discovery,DISCOVERY_MX,1,"All Discovery phase tasks (Current State Assessment, Tool Selection, Requirements Gathering)",,,,,,,
Planning,PLANNING_MX,1,"All Planning phase tasks (Architecture Design, Workflow Design, Security Planning)",,,,,,,
Development,DEVELOPMENT_MX,1,"All Development phase tasks (Platform Setup, Playbook Development, Pipeline Configuration)",,,,,,,
Testing,TESTING_MX,1,"All Testing phase tasks (Lab Testing, Integration Testing, Security Testing)",,,,,,,
Deployment,DEPLOYMENT_MX,1,"All Deployment phase tasks (Production Deployment, Device Onboarding, Policy Rollout)",,,,,,,
Training,TRAINING_MX,1,"All Training phase tasks (Team Training, Documentation, Knowledge Transfer)",,,,,,,
Closeout,CLOSEOUT_MX,1,"All Closeout phase tasks (Operational Handoff, Performance Baseline)",,,,,,,
Management,MANAGEMENT_MX,0.25,"Project management and technical leadership (25% of total engineering effort)",,,,,,,
# LEVEL OF EFFORT
#WIDTH: 14,30,40,18,10,12,18,14,12,40
#ALIGN: left,left,left,left,right,right,left,left,left,left
Phase,Work Package,Task Description,Resource Type,Estimated Hours,Rate,Cost Estimate,Dependencies,Risk Level,Notes
Discovery,Automation Assessment,Assess current network automation maturity and processes,"=ROUND($C$23*40,0)",40,225,"=TEXT(E17*F17,""$#,##0"")",,Medium,Current state and automation roadmap,,
Discovery,Tool Evaluation,Evaluate automation tools (Ansible Terraform GitLab),"=ROUND($C$23*24,0)",24,200,"=TEXT(E18*F18,""$#,##0"")",,Medium,Tool selection and architecture,,
Discovery,Device Inventory,Inventory 100 devices and platform types,"=ROUND($C$23*16,0)",16,175,"=TEXT(E19*F19,""$#,##0"")",,Low,Device compatibility assessment,,
Discovery,Use Case Definition,Define priority automation use cases,"=ROUND($C$23*24,0)",24,200,"=TEXT(E20*F20,""$#,##0"")",,Medium,VLAN ACL interface routing playbooks,,
Planning,CI/CD Architecture,Design GitLab CI/CD and runner infrastructure,"=ROUND($C$24*40,0)",40,225,"=TEXT(E21*F21,""$#,##0"")",Assessment,Medium,Pipeline and workflow architecture,,
Planning,Automation Workflow,Design GitOps workflow and approval processes,"=ROUND($C$24*32,0)",32,200,"=TEXT(E22*F22,""$#,##0"")",Use Cases,Medium,Merge request and deployment workflow,,
Planning,Security Architecture,Design secrets management and access control,"=ROUND($C$24*24,0)",24,225,"=TEXT(E23*F23,""$#,##0"")",Architecture,Medium,Vault integration and RBAC,,
Planning,Testing Strategy,Plan lab testing and validation approach,"=ROUND($C$24*16,0)",16,175,"=TEXT(E24*F24,""$#,##0"")",Workflow,Low,GNS3 CML or staging devices,,
Development,GitLab Deployment,Deploy GitLab and configure CI/CD runners,"=ROUND($C$25*40,0)",40,225,"=TEXT(E25*F25,""$#,##0"")",Architecture,Medium,Self-hosted GitLab Premium setup,,
Development,NetBox IPAM Setup,Deploy and configure NetBox for network inventory,"=ROUND($C$25*40,0)",40,200,"=TEXT(E26*F26,""$#,##0"")",GitLab Setup,Medium,Source of truth and dynamic inventory,,
Development,Ansible Playbook Development,Develop 6 core Ansible playbooks for device configs,"=ROUND($C$25*120,0)",120,200,"=TEXT(E27*F27,""$#,##0"")",Planning Complete,High,VLAN ACL interface routing QoS compliance,,
Development,Terraform Module Development,Develop Terraform modules for ACI DCNM Meraki (optional),"=ROUND($C$25*80,0)",80,225,"=TEXT(E28*F28,""$#,##0"")",Playbooks,Medium,Infrastructure as Code for SDN,,
Development,CI/CD Pipeline Configuration,Configure GitLab pipelines for automated testing,"=ROUND($C$25*60,0)",60,200,"=TEXT(E29*F29,""$#,##0"")",Playbooks,Medium,Syntax validation linting pre-deployment tests,,
Development,Secrets Management,Implement Vault or GitLab secrets management,"=ROUND($C$25*24,0)",24,200,"=TEXT(E30*F30,""$#,##0"")",Security Design,Medium,Credential rotation and access control,,
Testing,Lab Validation,Test playbooks in lab environment (GNS3/CML),"=ROUND($C$26*40,0)",40,200,"=TEXT(E31*F31,""$#,##0"")",Playbooks,Medium,Pre-deployment testing and validation,,
Testing,Integration Testing,Test CI/CD pipeline end-to-end workflows,"=ROUND($C$26*32,0)",32,175,"=TEXT(E32*F32,""$#,##0"")",Pipeline Config,Medium,Commit to deployment workflow,,
Testing,Rollback Testing,Test automated rollback and failure scenarios,"=ROUND($C$26*24,0)",24,175,"=TEXT(E33*F33,""$#,##0"")",Lab Testing,High,Config restore and recovery procedures,,
Testing,Security Testing,Validate secrets management and access controls,"=ROUND($C$26*16,0)",16,200,"=TEXT(E34*F34,""$#,##0"")",Secrets Setup,Medium,Credential security and audit logging,,
